ontology	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	FoldEnrich
BP	GO:0006984	ER-nucleus signaling pathway	37/1903	321/39756	8.333837792725132e-7	1.0417297240906415e-4	9.761356419421591e-5	Zm00001eb005990/Zm00001eb016100/Zm00001eb025560/Zm00001eb043750/Zm00001eb058130/Zm00001eb062680/Zm00001eb071550/Zm00001eb101180/Zm00001eb140600/Zm00001eb193860/Zm00001eb194060/Zm00001eb196380/Zm00001eb198470/Zm00001eb206730/Zm00001eb212430/Zm00001eb227950/Zm00001eb253880/Zm00001eb261440/Zm00001eb275080/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb314890/Zm00001eb326660/Zm00001eb327450/Zm00001eb329590/Zm00001eb351930/Zm00001eb354920/Zm00001eb367840/Zm00001eb368060/Zm00001eb370720/Zm00001eb401490/Zm00001eb422850/Zm00001eb429210/Zm00001eb429270/Zm00001eb430440	37	0.11526479750778816	2.408022748144838
BP	GO:0009693	ethylene biosynthetic process	29/1903	221/39756	9.176455428836398e-7	1.0514688512208373e-4	9.852615302540134e-5	Zm00001eb038410/Zm00001eb055950/Zm00001eb081380/Zm00001eb081610/Zm00001eb082270/Zm00001eb101180/Zm00001eb140600/Zm00001eb148580/Zm00001eb161090/Zm00001eb172940/Zm00001eb178160/Zm00001eb193690/Zm00001eb193860/Zm00001eb197260/Zm00001eb225410/Zm00001eb256470/Zm00001eb259080/Zm00001eb313460/Zm00001eb323660/Zm00001eb325810/Zm00001eb327450/Zm00001eb343720/Zm00001eb354920/Zm00001eb367110/Zm00001eb368070/Zm00001eb374270/Zm00001eb401490/Zm00001eb422850/Zm00001eb428110	29	0.13122171945701358	2.7413823850410046
BP	GO:0009697	salicylic acid biosynthetic process	31/1903	250/39756	1.351471618250383e-6	1.429441134687905e-4	1.3394342192214322e-4	Zm00001eb011480/Zm00001eb025560/Zm00001eb052950/Zm00001eb060880/Zm00001eb077540/Zm00001eb080140/Zm00001eb103540/Zm00001eb121780/Zm00001eb159420/Zm00001eb161780/Zm00001eb172940/Zm00001eb191220/Zm00001eb196380/Zm00001eb205480/Zm00001eb206730/Zm00001eb234120/Zm00001eb253880/Zm00001eb259080/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb329710/Zm00001eb351930/Zm00001eb377050/Zm00001eb397190/Zm00001eb402410/Zm00001eb431130	31	0.124	2.590511823436679
BP	GO:0031348	negative regulation of defense response	43/1903	415/39756	2.0123547811201188e-6	1.9764198743144022e-4	1.8519716181135529e-4	Zm00001eb005990/Zm00001eb008200/Zm00001eb011480/Zm00001eb025560/Zm00001eb060880/Zm00001eb062680/Zm00001eb066030/Zm00001eb077540/Zm00001eb080140/Zm00001eb108330/Zm00001eb121780/Zm00001eb159420/Zm00001eb161780/Zm00001eb172940/Zm00001eb191220/Zm00001eb194240/Zm00001eb205480/Zm00001eb206730/Zm00001eb212430/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb317430/Zm00001eb326420/Zm00001eb326660/Zm00001eb327450/Zm00001eb343720/Zm00001eb347860/Zm00001eb351930/Zm00001eb367840/Zm00001eb377050/Zm00001eb397190/Zm00001eb429210/Zm00001eb429270/Zm00001eb431130/Zm00001eb431460	43	0.10361445783132531	2.1646328878308823
BP	GO:0009751	response to salicylic acid	34/1903	308/39756	5.908869932360461e-6	5.416464104663756e-4	5.075408278743302e-4	Zm00001eb011240/Zm00001eb011250/Zm00001eb015120/Zm00001eb028610/Zm00001eb041860/Zm00001eb045780/Zm00001eb052950/Zm00001eb072200/Zm00001eb109860/Zm00001eb129490/Zm00001eb136760/Zm00001eb146230/Zm00001eb150140/Zm00001eb150840/Zm00001eb154560/Zm00001eb165000/Zm00001eb172420/Zm00001eb177830/Zm00001eb208050/Zm00001eb221780/Zm00001eb222030/Zm00001eb234850/Zm00001eb247570/Zm00001eb275490/Zm00001eb280670/Zm00001eb294560/Zm00001eb324070/Zm00001eb348760/Zm00001eb366540/Zm00001eb367110/Zm00001eb387370/Zm00001eb388620/Zm00001eb395580/Zm00001eb426670	34	0.11038961038961038	2.3061741201520496
BP	GO:0009723	response to ethylene	42/1903	426/39756	9.06282577278531e-6	7.788365898487375e-4	7.297959701242908e-4	Zm00001eb005990/Zm00001eb012040/Zm00001eb015210/Zm00001eb028610/Zm00001eb066060/Zm00001eb080140/Zm00001eb082270/Zm00001eb100250/Zm00001eb101180/Zm00001eb109860/Zm00001eb113580/Zm00001eb136760/Zm00001eb147900/Zm00001eb150140/Zm00001eb161780/Zm00001eb169460/Zm00001eb172420/Zm00001eb177830/Zm00001eb193860/Zm00001eb205480/Zm00001eb206720/Zm00001eb212430/Zm00001eb214230/Zm00001eb225410/Zm00001eb275490/Zm00001eb314240/Zm00001eb314770/Zm00001eb324070/Zm00001eb324600/Zm00001eb326900/Zm00001eb327450/Zm00001eb328760/Zm00001eb343720/Zm00001eb363140/Zm00001eb366970/Zm00001eb367120/Zm00001eb367670/Zm00001eb368060/Zm00001eb378210/Zm00001eb387370/Zm00001eb401490/Zm00001eb429270	42	0.09859154929577464	2.0596981785616486
BP	GO:0052542	defense response by callose deposition	15/1903	97/39756	5.7189543105625594e-5	0.004625624810013835	0.004334365372215835	Zm00001eb045780/Zm00001eb058130/Zm00001eb102970/Zm00001eb140600/Zm00001eb197890/Zm00001eb221780/Zm00001eb247570/Zm00001eb253880/Zm00001eb271760/Zm00001eb295470/Zm00001eb313960/Zm00001eb326660/Zm00001eb354920/Zm00001eb422850/Zm00001eb426670	15	0.15463917525773196	3.2306017086423493
BP	GO:2000022	regulation of jasmonic acid mediated signaling pathway	12/1903	66/39756	6.208253362175706e-5	0.004742415762773108	0.0044438024066099785	Zm00001eb005980/Zm00001eb005990/Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb068050/Zm00001eb099240/Zm00001eb143300/Zm00001eb190130/Zm00001eb223590/Zm00001eb327450/Zm00001eb347860	12	0.18181818181818182	3.7984044331916116
BP	GO:0007346	regulation of mitotic cell cycle	16/1903	111/39756	7.847487695123981e-5	0.005679102937260775	0.0053215096614026335	Zm00001eb001260/Zm00001eb011480/Zm00001eb043720/Zm00001eb058120/Zm00001eb103940/Zm00001eb155710/Zm00001eb174730/Zm00001eb192580/Zm00001eb193510/Zm00001eb243750/Zm00001eb249950/Zm00001eb290560/Zm00001eb294610/Zm00001eb294620/Zm00001eb374270/Zm00001eb377050	16	0.14414414414414414	3.011347658746503
BP	GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	35/1903	366/39756	8.969903203301437e-5	0.0061668084522697375	0.005778506063600504	Zm00001eb005990/Zm00001eb008200/Zm00001eb011480/Zm00001eb060880/Zm00001eb062680/Zm00001eb077540/Zm00001eb080140/Zm00001eb121630/Zm00001eb152530/Zm00001eb159420/Zm00001eb161780/Zm00001eb191220/Zm00001eb205480/Zm00001eb206730/Zm00001eb212430/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb317430/Zm00001eb326660/Zm00001eb327450/Zm00001eb343720/Zm00001eb351930/Zm00001eb367840/Zm00001eb377050/Zm00001eb397190/Zm00001eb399590/Zm00001eb429270	35	0.09562841530054644	1.9977946813917629
BP	GO:0010167	response to nitrate	30/1903	303/39756	1.5045073346940514e-4	0.009850940881925337	0.009230661542183053	Zm00001eb015210/Zm00001eb019840/Zm00001eb052950/Zm00001eb053220/Zm00001eb058460/Zm00001eb060070/Zm00001eb061410/Zm00001eb106320/Zm00001eb106390/Zm00001eb151190/Zm00001eb156040/Zm00001eb158810/Zm00001eb159490/Zm00001eb167530/Zm00001eb193660/Zm00001eb193860/Zm00001eb194450/Zm00001eb217190/Zm00001eb226380/Zm00001eb243440/Zm00001eb246640/Zm00001eb288380/Zm00001eb294830/Zm00001eb294920/Zm00001eb323220/Zm00001eb324180/Zm00001eb326200/Zm00001eb337300/Zm00001eb343720/Zm00001eb431120	30	0.09900990099009901	2.0684380576786
BP	GO:0031347	regulation of defense response	17/1903	132/39756	1.9594284395507813e-4	0.011727991666040077	0.010989520994628178	Zm00001eb005980/Zm00001eb006000/Zm00001eb010160/Zm00001eb048770/Zm00001eb048780/Zm00001eb068020/Zm00001eb068050/Zm00001eb099240/Zm00001eb110690/Zm00001eb124920/Zm00001eb156250/Zm00001eb217590/Zm00001eb223590/Zm00001eb226000/Zm00001eb242300/Zm00001eb324180/Zm00001eb360620	17	0.12878787878787878	2.6905364735107247
BP	GO:0009624	response to nematode	25/1903	237/39756	1.9617731514103403e-4	0.011727991666040077	0.010989520994628178	Zm00001eb008810/Zm00001eb033390/Zm00001eb042970/Zm00001eb056050/Zm00001eb071550/Zm00001eb082170/Zm00001eb088790/Zm00001eb099820/Zm00001eb101270/Zm00001eb110690/Zm00001eb190140/Zm00001eb196380/Zm00001eb197320/Zm00001eb222030/Zm00001eb265830/Zm00001eb277160/Zm00001eb277520/Zm00001eb284160/Zm00001eb289990/Zm00001eb322950/Zm00001eb324180/Zm00001eb370200/Zm00001eb384590/Zm00001eb419770/Zm00001eb430440	25	0.10548523206751055	2.2037156521681287
BP	GO:0018105	peptidyl-serine phosphorylation	10/1903	55/39756	2.507517929546033e-4	0.014365988138024147	0.013461412042826073	Zm00001eb013270/Zm00001eb032840/Zm00001eb075500/Zm00001eb077550/Zm00001eb247580/Zm00001eb258360/Zm00001eb299690/Zm00001eb299700/Zm00001eb353700/Zm00001eb427480	10	0.18181818181818182	3.7984044331916116
BP	GO:0009863	salicylic acid mediated signaling pathway	23/1903	225/39756	5.399149901218982e-4	0.0296953244567044	0.027825513596176986	Zm00001eb012340/Zm00001eb015440/Zm00001eb022980/Zm00001eb025560/Zm00001eb113580/Zm00001eb121020/Zm00001eb121780/Zm00001eb153470/Zm00001eb157340/Zm00001eb172940/Zm00001eb194060/Zm00001eb271760/Zm00001eb323660/Zm00001eb324600/Zm00001eb326900/Zm00001eb348300/Zm00001eb354920/Zm00001eb363140/Zm00001eb368060/Zm00001eb378210/Zm00001eb389830/Zm00001eb390330/Zm00001eb431130	23	0.10222222222222223	2.135547381327728
BP	GO:0046777	protein autophosphorylation	35/1903	407/39756	6.624137061301586e-4	0.03503149407419108	0.03282568325114632	Zm00001eb011480/Zm00001eb012340/Zm00001eb012850/Zm00001eb013270/Zm00001eb032840/Zm00001eb040080/Zm00001eb043750/Zm00001eb063900/Zm00001eb070770/Zm00001eb077550/Zm00001eb101850/Zm00001eb119400/Zm00001eb124920/Zm00001eb141940/Zm00001eb155710/Zm00001eb156250/Zm00001eb223540/Zm00001eb227950/Zm00001eb247580/Zm00001eb258360/Zm00001eb284700/Zm00001eb294610/Zm00001eb294620/Zm00001eb296690/Zm00001eb323640/Zm00001eb323660/Zm00001eb325790/Zm00001eb326320/Zm00001eb353700/Zm00001eb360620/Zm00001eb360940/Zm00001eb374270/Zm00001eb402520/Zm00001eb428080/Zm00001eb431130	35	0.085995085995086	1.7965426373203566
BP	GO:1903507	negative regulation of nucleic acid-templated transcription	9/1903	52/39756	7.379090133866331e-4	0.037578699755800755	0.03521250028792354	Zm00001eb005980/Zm00001eb005990/Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb068050/Zm00001eb099240/Zm00001eb223590/Zm00001eb327450	9	0.17307692307692307	3.6157888354420153
BP	GO:0009963	positive regulation of flavonoid biosynthetic process	21/1903	205/39756	8.951514217614553e-4	0.043525537860193746	0.04078488676813562	Zm00001eb008200/Zm00001eb077540/Zm00001eb080140/Zm00001eb089390/Zm00001eb119580/Zm00001eb139420/Zm00001eb156040/Zm00001eb158300/Zm00001eb167530/Zm00001eb172420/Zm00001eb193380/Zm00001eb196380/Zm00001eb212430/Zm00001eb247630/Zm00001eb277540/Zm00001eb290300/Zm00001eb294830/Zm00001eb317430/Zm00001eb351930/Zm00001eb384590/Zm00001eb390330	21	0.1024390243902439	2.1400766440664936
BP	GO:0002697	regulation of immune effector process	6/1903	25/39756	9.625265899542684e-4	0.043525537860193746	0.04078488676813562	Zm00001eb013270/Zm00001eb206730/Zm00001eb234120/Zm00001eb275080/Zm00001eb353700/Zm00001eb388620	6	0.24	5.013893851812927
BP	GO:0031098	stress-activated protein kinase signaling cascade	9/1903	54/39756	9.790022369009755e-4	0.043525537860193746	0.04078488676813562	Zm00001eb011480/Zm00001eb155710/Zm00001eb192580/Zm00001eb193510/Zm00001eb249950/Zm00001eb294610/Zm00001eb294620/Zm00001eb374270/Zm00001eb377050	9	0.16666666666666666	3.4818707304256438
BP	GO:0010310	regulation of hydrogen peroxide metabolic process	23/1903	235/39756	9.81303035393459e-4	0.043525537860193746	0.04078488676813562	Zm00001eb060880/Zm00001eb077540/Zm00001eb080140/Zm00001eb121630/Zm00001eb152530/Zm00001eb159420/Zm00001eb161780/Zm00001eb191220/Zm00001eb205480/Zm00001eb206730/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb295470/Zm00001eb326660/Zm00001eb343720/Zm00001eb377050/Zm00001eb397190/Zm00001eb399590	23	0.09787234042553192	2.0446730246754843
MF	GO:0000976	transcription regulatory region sequence-specific DNA binding	32/1639	306/34432	2.870714739859658e-5	0.015731516774430927	0.015532077645135414	Zm00001eb006700/Zm00001eb008010/Zm00001eb015440/Zm00001eb024680/Zm00001eb028610/Zm00001eb038010/Zm00001eb041860/Zm00001eb045780/Zm00001eb058460/Zm00001eb101280/Zm00001eb109860/Zm00001eb129490/Zm00001eb136760/Zm00001eb146230/Zm00001eb150140/Zm00001eb150840/Zm00001eb154560/Zm00001eb214230/Zm00001eb221780/Zm00001eb234120/Zm00001eb247570/Zm00001eb248930/Zm00001eb294560/Zm00001eb301590/Zm00001eb324070/Zm00001eb324550/Zm00001eb347600/Zm00001eb387370/Zm00001eb395580/Zm00001eb417170/Zm00001eb426670/Zm00001eb427650	32	0.10457516339869281	2.196907886603899
