ontology	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	richFactor	FoldEnrich
BP	GO:0006984	ER-nucleus signaling pathway	37/1902	321/39756	8.230975247524024e-7	1.028871905940503e-4	9.640874356908523e-5	Zm00001eb005990/Zm00001eb016100/Zm00001eb025560/Zm00001eb043750/Zm00001eb058130/Zm00001eb062680/Zm00001eb071550/Zm00001eb101180/Zm00001eb140600/Zm00001eb193860/Zm00001eb194060/Zm00001eb196380/Zm00001eb198470/Zm00001eb206730/Zm00001eb212430/Zm00001eb227950/Zm00001eb253880/Zm00001eb261440/Zm00001eb275080/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb314890/Zm00001eb326660/Zm00001eb327450/Zm00001eb329590/Zm00001eb351930/Zm00001eb354920/Zm00001eb367840/Zm00001eb368060/Zm00001eb370720/Zm00001eb401490/Zm00001eb422850/Zm00001eb429210/Zm00001eb429270/Zm00001eb430440	37	0.11526479750778816	2.409288795856796
BP	GO:0009693	ethylene biosynthetic process	29/1902	221/39756	9.080415114372372e-7	1.0404642318551675e-4	9.749498333326125e-5	Zm00001eb038410/Zm00001eb055950/Zm00001eb081380/Zm00001eb081610/Zm00001eb082270/Zm00001eb101180/Zm00001eb140600/Zm00001eb148580/Zm00001eb161090/Zm00001eb172940/Zm00001eb178160/Zm00001eb193690/Zm00001eb193860/Zm00001eb197260/Zm00001eb225410/Zm00001eb256470/Zm00001eb259080/Zm00001eb313460/Zm00001eb323660/Zm00001eb325810/Zm00001eb327450/Zm00001eb343720/Zm00001eb354920/Zm00001eb367110/Zm00001eb368070/Zm00001eb374270/Zm00001eb401490/Zm00001eb422850/Zm00001eb428110	29	0.13122171945701358	2.7428237007008582
BP	GO:0009697	salicylic acid biosynthetic process	31/1902	250/39756	1.3368240475005301e-6	1.413948511779407e-4	1.324917112664493e-4	Zm00001eb011480/Zm00001eb025560/Zm00001eb052950/Zm00001eb060880/Zm00001eb077540/Zm00001eb080140/Zm00001eb103540/Zm00001eb121780/Zm00001eb159420/Zm00001eb161780/Zm00001eb172940/Zm00001eb191220/Zm00001eb196380/Zm00001eb205480/Zm00001eb206730/Zm00001eb234120/Zm00001eb253880/Zm00001eb259080/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb329710/Zm00001eb351930/Zm00001eb377050/Zm00001eb397190/Zm00001eb402410/Zm00001eb431130	31	0.124	2.5918738170347
BP	GO:0031348	negative regulation of defense response	43/1902	415/39756	1.9856388461581476e-6	1.9501810096196091e-4	1.8273849230808817e-4	Zm00001eb005990/Zm00001eb008200/Zm00001eb011480/Zm00001eb025560/Zm00001eb060880/Zm00001eb062680/Zm00001eb066030/Zm00001eb077540/Zm00001eb080140/Zm00001eb108330/Zm00001eb121780/Zm00001eb159420/Zm00001eb161780/Zm00001eb172940/Zm00001eb191220/Zm00001eb194240/Zm00001eb205480/Zm00001eb206730/Zm00001eb212430/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb317430/Zm00001eb326420/Zm00001eb326660/Zm00001eb327450/Zm00001eb343720/Zm00001eb347860/Zm00001eb351930/Zm00001eb367840/Zm00001eb377050/Zm00001eb397190/Zm00001eb429210/Zm00001eb429270/Zm00001eb431130/Zm00001eb431460	43	0.10361445783132531	2.165770970316598
BP	GO:0009751	response to salicylic acid	34/1902	308/39756	5.843638018387705e-6	5.356668183522063e-4	5.019377497899334e-4	Zm00001eb011240/Zm00001eb011250/Zm00001eb015120/Zm00001eb028610/Zm00001eb041860/Zm00001eb045780/Zm00001eb052950/Zm00001eb072200/Zm00001eb109860/Zm00001eb129490/Zm00001eb136760/Zm00001eb146230/Zm00001eb150140/Zm00001eb150840/Zm00001eb154560/Zm00001eb165000/Zm00001eb172420/Zm00001eb177830/Zm00001eb208050/Zm00001eb221780/Zm00001eb222030/Zm00001eb234850/Zm00001eb247570/Zm00001eb275490/Zm00001eb280670/Zm00001eb294560/Zm00001eb324070/Zm00001eb348760/Zm00001eb366540/Zm00001eb367110/Zm00001eb387370/Zm00001eb388620/Zm00001eb395580/Zm00001eb426670	34	0.11038961038961038	2.3073866196894586
BP	GO:0009723	response to ethylene	42/1902	426/39756	8.94986053736774e-6	7.691286399300402e-4	7.206992959038234e-4	Zm00001eb005990/Zm00001eb012040/Zm00001eb015210/Zm00001eb028610/Zm00001eb066060/Zm00001eb080140/Zm00001eb082270/Zm00001eb100250/Zm00001eb101180/Zm00001eb109860/Zm00001eb113580/Zm00001eb136760/Zm00001eb147900/Zm00001eb150140/Zm00001eb161780/Zm00001eb169460/Zm00001eb172420/Zm00001eb177830/Zm00001eb193860/Zm00001eb205480/Zm00001eb206720/Zm00001eb212430/Zm00001eb214230/Zm00001eb225410/Zm00001eb275490/Zm00001eb314240/Zm00001eb314770/Zm00001eb324070/Zm00001eb324600/Zm00001eb326900/Zm00001eb327450/Zm00001eb328760/Zm00001eb343720/Zm00001eb363140/Zm00001eb366970/Zm00001eb367120/Zm00001eb367670/Zm00001eb368060/Zm00001eb378210/Zm00001eb387370/Zm00001eb401490/Zm00001eb429270	42	0.09859154929577464	2.060781090327454
BP	GO:0052542	defense response by callose deposition	15/1902	97/39756	5.6851661078974557e-5	0.004598296116681765	0.004308757471248598	Zm00001eb045780/Zm00001eb058130/Zm00001eb102970/Zm00001eb140600/Zm00001eb197890/Zm00001eb221780/Zm00001eb247570/Zm00001eb253880/Zm00001eb271760/Zm00001eb295470/Zm00001eb313960/Zm00001eb326660/Zm00001eb354920/Zm00001eb422850/Zm00001eb426670	15	0.15463917525773196	3.2323002374060943
BP	GO:2000022	regulation of jasmonic acid mediated signaling pathway	12/1902	66/39756	6.17706497703155e-5	0.004718591301899101	0.004421478088822583	Zm00001eb005980/Zm00001eb005990/Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb068050/Zm00001eb099240/Zm00001eb143300/Zm00001eb190130/Zm00001eb223590/Zm00001eb327450/Zm00001eb347860	12	0.18181818181818182	3.800401491253226
BP	GO:0007346	regulation of mitotic cell cycle	16/1902	111/39756	7.799505891912553e-5	0.0056443792638840844	0.005288972416454828	Zm00001eb001260/Zm00001eb011480/Zm00001eb043720/Zm00001eb058120/Zm00001eb103940/Zm00001eb155710/Zm00001eb174730/Zm00001eb192580/Zm00001eb193510/Zm00001eb243750/Zm00001eb249950/Zm00001eb290560/Zm00001eb294610/Zm00001eb294620/Zm00001eb374270/Zm00001eb377050	16	0.14414414414414414	3.0129309119845398
BP	GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	35/1902	366/39756	8.878712031543934e-5	0.006104114521686454	0.00571975975084725	Zm00001eb005990/Zm00001eb008200/Zm00001eb011480/Zm00001eb060880/Zm00001eb062680/Zm00001eb077540/Zm00001eb080140/Zm00001eb121630/Zm00001eb152530/Zm00001eb159420/Zm00001eb161780/Zm00001eb191220/Zm00001eb205480/Zm00001eb206730/Zm00001eb212430/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb290300/Zm00001eb295470/Zm00001eb313960/Zm00001eb317430/Zm00001eb326660/Zm00001eb327450/Zm00001eb343720/Zm00001eb351930/Zm00001eb367840/Zm00001eb377050/Zm00001eb397190/Zm00001eb399590/Zm00001eb429270	35	0.09562841530054644	1.9988450466290877
BP	GO:0010167	response to nitrate	30/1902	303/39756	1.4909445803003302e-4	0.00976213713291883	0.00914744945507571	Zm00001eb015210/Zm00001eb019840/Zm00001eb052950/Zm00001eb053220/Zm00001eb058460/Zm00001eb060070/Zm00001eb061410/Zm00001eb106320/Zm00001eb106390/Zm00001eb151190/Zm00001eb156040/Zm00001eb158810/Zm00001eb159490/Zm00001eb167530/Zm00001eb193660/Zm00001eb193860/Zm00001eb194450/Zm00001eb217190/Zm00001eb226380/Zm00001eb243440/Zm00001eb246640/Zm00001eb288380/Zm00001eb294830/Zm00001eb294920/Zm00001eb323220/Zm00001eb324180/Zm00001eb326200/Zm00001eb337300/Zm00001eb343720/Zm00001eb431120	30	0.09900990099009901	2.069525564543836
BP	GO:0009624	response to nematode	25/1902	237/39756	1.9462172532656803e-4	0.011641880451974292	0.010908831902940888	Zm00001eb008810/Zm00001eb033390/Zm00001eb042970/Zm00001eb056050/Zm00001eb071550/Zm00001eb082170/Zm00001eb088790/Zm00001eb099820/Zm00001eb101270/Zm00001eb110690/Zm00001eb190140/Zm00001eb196380/Zm00001eb197320/Zm00001eb222030/Zm00001eb265830/Zm00001eb277160/Zm00001eb277520/Zm00001eb284160/Zm00001eb289990/Zm00001eb322950/Zm00001eb324180/Zm00001eb370200/Zm00001eb384590/Zm00001eb419770/Zm00001eb430440	25	0.10548523206751055	2.2048742829000787
BP	GO:0031347	regulation of defense response	17/1902	132/39756	1.9473690937847905e-4	0.011641880451974292	0.010908831902940888	Zm00001eb005980/Zm00001eb006000/Zm00001eb010160/Zm00001eb048770/Zm00001eb048780/Zm00001eb068020/Zm00001eb068050/Zm00001eb099240/Zm00001eb110690/Zm00001eb124920/Zm00001eb156250/Zm00001eb217590/Zm00001eb223590/Zm00001eb226000/Zm00001eb242300/Zm00001eb324180/Zm00001eb360620	17	0.12878787878787878	2.6919510563043687
BP	GO:0018105	peptidyl-serine phosphorylation	10/1902	55/39756	2.49697403801228e-4	0.014305580426112019	0.013404807993539608	Zm00001eb013270/Zm00001eb032840/Zm00001eb075500/Zm00001eb077550/Zm00001eb247580/Zm00001eb258360/Zm00001eb299690/Zm00001eb299700/Zm00001eb353700/Zm00001eb427480	10	0.18181818181818182	3.8004014912532265
BP	GO:0009863	salicylic acid mediated signaling pathway	23/1902	225/39756	5.360534158706592e-4	0.029482937872886254	0.02762650025371313	Zm00001eb012340/Zm00001eb015440/Zm00001eb022980/Zm00001eb025560/Zm00001eb113580/Zm00001eb121020/Zm00001eb121780/Zm00001eb153470/Zm00001eb157340/Zm00001eb172940/Zm00001eb194060/Zm00001eb271760/Zm00001eb323660/Zm00001eb324600/Zm00001eb326900/Zm00001eb348300/Zm00001eb354920/Zm00001eb363140/Zm00001eb368060/Zm00001eb378210/Zm00001eb389830/Zm00001eb390330/Zm00001eb431130	23	0.10222222222222223	2.136670171749036
BP	GO:0046777	protein autophosphorylation	35/1902	407/39756	6.563317511799814e-4	0.0347098522258644	0.032524294066570744	Zm00001eb011480/Zm00001eb012340/Zm00001eb012850/Zm00001eb013270/Zm00001eb032840/Zm00001eb040080/Zm00001eb043750/Zm00001eb063900/Zm00001eb070770/Zm00001eb077550/Zm00001eb101850/Zm00001eb119400/Zm00001eb124920/Zm00001eb141940/Zm00001eb155710/Zm00001eb156250/Zm00001eb223540/Zm00001eb227950/Zm00001eb247580/Zm00001eb258360/Zm00001eb284700/Zm00001eb294610/Zm00001eb294620/Zm00001eb296690/Zm00001eb323640/Zm00001eb323660/Zm00001eb325790/Zm00001eb326320/Zm00001eb353700/Zm00001eb360620/Zm00001eb360940/Zm00001eb374270/Zm00001eb402520/Zm00001eb428080/Zm00001eb431130	35	0.085995085995086	1.7974871918089583
BP	GO:1903507	negative regulation of nucleic acid-templated transcription	9/1902	52/39756	7.351499324637434e-4	0.03743819100509804	0.03508083888248039	Zm00001eb005980/Zm00001eb005990/Zm00001eb006000/Zm00001eb048770/Zm00001eb048780/Zm00001eb068050/Zm00001eb099240/Zm00001eb223590/Zm00001eb327450	9	0.17307692307692307	3.6176898810968217
BP	GO:0009963	positive regulation of flavonoid biosynthetic process	21/1902	205/39756	8.892748644378744e-4	0.04326306792011645	0.040538943643423954	Zm00001eb008200/Zm00001eb077540/Zm00001eb080140/Zm00001eb089390/Zm00001eb119580/Zm00001eb139420/Zm00001eb156040/Zm00001eb158300/Zm00001eb167530/Zm00001eb172420/Zm00001eb193380/Zm00001eb196380/Zm00001eb212430/Zm00001eb247630/Zm00001eb277540/Zm00001eb290300/Zm00001eb294830/Zm00001eb317430/Zm00001eb351930/Zm00001eb384590/Zm00001eb390330	21	0.1024390243902439	2.141201815803647
BP	GO:0002697	regulation of immune effector process	6/1902	25/39756	9.598945553457001e-4	0.04326306792011645	0.040538943643423954	Zm00001eb013270/Zm00001eb206730/Zm00001eb234120/Zm00001eb275080/Zm00001eb353700/Zm00001eb388620	6	0.24	5.016529968454259
BP	GO:0010310	regulation of hydrogen peroxide metabolic process	23/1902	235/39756	9.745151570321407e-4	0.04326306792011645	0.040538943643423954	Zm00001eb060880/Zm00001eb077540/Zm00001eb080140/Zm00001eb121630/Zm00001eb152530/Zm00001eb159420/Zm00001eb161780/Zm00001eb191220/Zm00001eb205480/Zm00001eb206730/Zm00001eb234120/Zm00001eb253860/Zm00001eb253880/Zm00001eb273380/Zm00001eb275080/Zm00001eb277540/Zm00001eb289990/Zm00001eb295470/Zm00001eb326660/Zm00001eb343720/Zm00001eb377050/Zm00001eb397190/Zm00001eb399590	23	0.09787234042553192	2.0457480367809917
BP	GO:0031098	stress-activated protein kinase signaling cascade	9/1902	54/39756	9.753855312898982e-4	0.04326306792011645	0.040538943643423954	Zm00001eb011480/Zm00001eb155710/Zm00001eb192580/Zm00001eb193510/Zm00001eb249950/Zm00001eb294610/Zm00001eb294620/Zm00001eb374270/Zm00001eb377050	9	0.16666666666666666	3.4837013669821237
MF	GO:0000976	transcription regulatory region sequence-specific DNA binding	32/1638	306/34432	2.837178019183551e-5	0.01554773554512586	0.015350626335372056	Zm00001eb006700/Zm00001eb008010/Zm00001eb015440/Zm00001eb024680/Zm00001eb028610/Zm00001eb038010/Zm00001eb041860/Zm00001eb045780/Zm00001eb058460/Zm00001eb101280/Zm00001eb109860/Zm00001eb129490/Zm00001eb136760/Zm00001eb146230/Zm00001eb150140/Zm00001eb150840/Zm00001eb154560/Zm00001eb214230/Zm00001eb221780/Zm00001eb234120/Zm00001eb247570/Zm00001eb248930/Zm00001eb294560/Zm00001eb301590/Zm00001eb324070/Zm00001eb324550/Zm00001eb347600/Zm00001eb387370/Zm00001eb395580/Zm00001eb417170/Zm00001eb426670/Zm00001eb427650	32	0.10457516339869281	2.1982491002098845
